State,Party,Status,"Committee Name","Candidate Name",City,Received,Spent,District,CMTE_ID
NC,DEM,CHALLENGER,"TO ELECT JENNY MARSHALL","MARSHALL, JENNIFER","WINSTON SALEM",127076.48,107474.36,05,C00629881
TX,GRE,CHALLENGER,"HILDT4CONGRESS.ORG ELECTION COMMITTEE","HILDT, ROBERT TRAVIS",DEVINE,8000,8000,23,C00679761
GA,DEM,CHALLENGER,"GRIFFIN FOR CONGRESS","GRIFFIN, STEVEN KNIGHT",ATLANTA,12012.89,11042.88,06,C00672642
NY,DEM,CHALLENGER,"ALEXANDRIA OCASIO-CORTEZ 2018","OCASIO-CORTEZ, ALEXANDRIA",KNOXVILLE,875532.46,606892.67,14,C00639591
AK,REP,INCUMBENT,"ALASKANS FOR DON YOUNG","YOUNG, DONALD E",ANCHORAGE,801348.28,636157.47,00,C00012229
MI,REP,INCUMBENT,"UPTON FOR ALL OF US","UPTON, FREDERICK STEPHEN","ST. JOSEPH",2226505.99,1055939.77,06,C00200584
OK,REP,CHALLENGER,"MCCARTHY FOR CONGRESS","MCCARTHY, JOHN",BERNICE,115771.27,69533.11,02,C00655555
IL,DEM,CHALLENGER,"ANTHONY MARCH FOR CONGRESS","MARCH, ANTHONY JAMES",DANVILLE,820.63,820.63,15,C00648139
WY,REP,INCUMBENT,"LIZ CHENEY FOR WYOMING","CHENEY, ELIZABETH MRS.",CASPER,651277.17,464479.3,00,C00607556
MS,REP,CHALLENGER,"ROSE FOR CONGRESS LLC","ROSE, E BRIAN","OCEAN SPRINGS",25851.33,16486.39,04,C00658278
FL,DEM,CHALLENGER,"BOB RACKLEFF CAMPAIGN COMMITTEE","RACKLEFF, ROBERT BRUCE",TALLAHASSEE,163997.78,147250.39,02,C00648519
TX,DEM,CHALLENGER,"KATHI FOR CONGRESS","THOMAS, KATHI",AUSTIN,40355.2,44254.63,25,C00596841
NV,DEM,OPEN,"NEVADANS FOR STEVEN HORSFORD","HORSFORD, STEVEN ALEXZANDER","LAS VEGAS",683295.05,485609.85,04,C00668228
FL,DEM,OPEN,"RAY PENA FOR CONGRESS","PENA, RAYMOND JR.",LAKELAND,10793.7,19129.24,15,C00632984
CA,NPA,OPEN,"PADILLA 4 CONGRESS","PADILLA, MARK EDWARD",MONTEBELLO,29182.1,29182.1,34,C00632414
GA,DEM,CHALLENGER,"JOSH MCLAURIN FOR GEORGIA","MCLAURIN, JOSHUA IVAN",ROSWELL,267,43735.39,06,C00629360
TX,DEM,CHALLENGER,"KULKARNI FOR CONGRESS","KULKARNI, SRI PRESTON",PEARLAND,448680.57,359246.4,22,C00662874
AZ,REP,INCUMBENT,"PAUL GOSAR FOR CONGRESS","GOSAR, PAUL DR.",PRESCOTT,422481.22,257861.7,04,C00461806
FL,DEM,OPEN,"JOHN UPCHURCH FOR CONGRESS","UPCHURCH, JOHN NEHRING MR.","ORMOND BEACH",283176.63,151844.43,06,C00667675
TX,REP,OPEN,"CHIP ROY FOR CONGRESS","ROY, CHIP",AUSTIN,936938.73,746665.47,21,C00662767
CA,DEM,INCUMBENT,"NANCY PELOSI FOR CONGRESS","PELOSI, NANCY","SAN FRANCISCO",3364124.23,3611324.69,12,C00213512
ID,DEM,CHALLENGER,"SWISHER FOR IDAHO","SWISHER, CARLTON AARON",BOISE,67074.89,55124.44,02,C00663542
CA,REP,CHALLENGER,"YONA BARASH FOR CONGRESS","BARASH, YONA",ROSEVILLE,319247.52,316837.74,07,C00655191
ID,DEM,OPEN,"CRISTINA MCNEIL FOR CONGRESS","MCNEIL, ANA",BOISE,5955.55,2636.61,01,C00676163
NJ,DEM,CHALLENGER,"SCOTT SALMON FOR CONGRESS","SALMON, SCOTT","SCOTCH PLAINS",95501.4,59643.96,07,C00637728
NJ,DEM,CHALLENGER,"JOIS FOR CONGRESS INC","JOIS, GOUTAM UMESH MR.",SUMMIT,391834.08,341277.83,07,C00655043
NY,DEM,OPEN,"ERIN COLE FOR CONGRESS","COLE, ERIN",LOCKPORT,61508.6,61508.6,27,C00650895
TX,REP,INCUMBENT,"OLSON FOR CONGRESS COMMITTEE","OLSON, PETER G.","SUGAR LAND",1061636.72,1266213.75,22,C00437913
NY,DEM,OPEN,"BUNNY FOR CONGRESS","BUNNY, SEAN","EAST AURORA",137015.32,137015.32,27,C00658393
AZ,DEM,CHALLENGER,"JOAN GREENE FOR CONGRESS","GREENE, JOAN",PHOENIX,97618.61,88007.3,05,C00640938
IN,REP,OPEN,"ELECT JIM BAIRD FOR CONGRESS","BAIRD, JAMES R PHD",GREENCASTLE,297398,267051.06,04,C00662940
CA,REP,CHALLENGER,"JOHN GABBARD FOR CONGRESS 2018","GABBARD, JOHN","LAGUNA BEACH",58583.46,58583.46,48,C00671842
IN,DEM,CHALLENGER,"CURTIS FOR CONGRESS","CURTIS, TOD",BEDFORD,54630,54630,09,C00650499
TX,REP,CHALLENGER,"COMMITTEE TO ELECT TIMMY WESTLEY","WESTLEY, TIMMY LEE","SAN ANTONIO",7491,6849,15,C00597716
PA,REP,OPEN,"MACKENZIE FOR CONGRESS","MACKENZIE, RYAN EDWARD",EMMAUS,267161.88,191037.8,15,C00655175
TX,REP,OPEN,"KATHALEEN WALL FOR CONGRESS","WALL, KATHALEEN MRS.",HOUSTON,6213448.49,6213351.28,02,C00661165
PA,REP,OPEN,"UEHLINGER FOR CONGRESS INC.","UEHLINGER, SCOTT",TOPTON,117699,117583.84,09,C00658641
PA,DEM,OPEN,"JOHN MORGANELLI FOR CONGRESS COMMITTEE","MORGANELLI, JOHN",BETHLEHEM,262745,262745,07,C00665042
SC,REP,CHALLENGER,"KATIE ARRINGTON FOR CONGRESS","ARRINGTON, KATHERINE ELIZABETH",SUMMERVILLE,714725.58,652952.14,01,C00653204
SC,REP,OPEN,"DAN HAMILTON FOR CONGRESS","HAMILTON, DANIEL KELLER WIL",GREENVILLE,277150.72,248922.58,04,C00668269
SC,REP,OPEN,"MARK BURNS FOR CONGRESS","BURNS, MARK",GREENVILLE,136405.05,136405.05,04,C00670786
SC,REP,OPEN,"JOSH KIMBRELL FOR CONGRESS","KIMBRELL, JOSHUA BRETT",GREENVILLE,384666,379640.58,04,C00672899
SC,REP,OPEN,"TOM MULLIKIN FOR U.S. CONGRESS","MULLIKIN, TOM",CAMDEN,495314.96,495314.96,05,C00632174
SC,REP,OPEN,"CONNELLY FOR CONGRESS","CONNELLY, CHAD","ROCK HILL",258721,258652.25,05,C00632851
SC,REP,INCUMBENT,"RALPH NORMAN FOR CONGRESS","NORMAN, RALPH W. JR.","ROCK HILL",2159355.43,1663379.34,05,C00633610
GA,REP,CHALLENGER,"LEVELL FOR A BETTER AMERICA INC","LEVELL, BRUCE E",DUNWOODY,65531,60014.96,06,C00633511
MI,GRE,CHALLENGER,"STEVE YOUNG FOR CONGRESS","YOUNG, STEPHEN ROBERT NEALE",DEARBORN,494.16,533.43,12,C00653741
MN,DFL,OPEN,"MINEHART FOR CONGRESS","MINEHART, COLIN JAMES","ALBERT LEA",200,200,01,C00648469
LA,REP,CHALLENGER,"JOSH GUILLORY FOR CONGRESS","GUILLORY, JOSHUA S",LAFAYETTE,284811,190546.76,03,C00632448
NY,REP,CHALLENGER,"DR JIM MAXWELL FOR CONGRESS","MAXWELL, JAMES T. DR",ROCHESTER,697708.23,173316.48,25,C00666164
OH,DEM,CHALLENGER,"AFTAB FOR OHIO","PUREVAL, AFTAB",CINCINNATI,1571516.88,222229,01,C00667519
CA,DEM,CHALLENGER,"MARY PALLANT FOR CONGRESS","PALLANT, MARY","OAK PARK",8295.09,8295.09,25,C00668467
IN,W,OPEN,"COMMITTEE TO ELECT THOMAS BALLOCK","BALLOCK, THOMAS",AVON,122,0,04,C00660308
NY,DEM,CHALLENGER,"SUE SULLIVAN FOR CONGRESS","SULLIVAN, SUE",KINGSTON,66358.77,66358.77,19,C00640680
FL,REP,OPEN,"KUSHMER FOR CONGRESS","KUSHMER, DANNY",BARTOW,76327.25,58750.34,15,C00676841
CA,DEM,CHALLENGER,"BATESON FOR CONGRESS","BATESON, REGINA",ROSEVILLE,804901.59,804901.59,04,C00639211
IL,REP,OPEN,"LORCH FOR CONGRESS","LORCH, MARK WAYNE",RIVERSIDE,8109.36,7211.44,04,C00665356
NJ,DEM,CHALLENGER,"TOM MALINOWSKI FOR CONGRESS","MALINOWSKI, TOM","ROCKY HILL",2315868.84,681151.02,07,C00656686
NM,REP,OPEN,"JANICE ARNOLD-JONES FOR CONGRESS 2018","ARNOLD-JONES, JANICE E",ALBUQUERQUE,122187.43,79275.19,01,C00649848
AR,REP,INCUMBENT,"WESTERMAN FOR CONGRESS","WESTERMAN, BRUCE","HOT SPRINGS",1330852.76,673367.02,04,C00548180
NM,REP,OPEN,"NEWMAN FOR CONGRESS","NEWMAN, MONTY",HOBBS,883783.38,877425.47,02,C00654574
WI,REP,OPEN,"VOLUNTEERS FOR NEHLEN","NEHLEN, PAUL III","WILLIAMS BAY",207184.33,198053.88,01,C00614305
CO,REP,INCUMBENT,"BUCK FOR COLORADO","BUCK, KENNETH R",GREELEY,434693.6,344913.76,04,C00573378
AZ,REP,OPEN,"MARTIN FOR FREEDOM","MARTIN, BRANDON RAY","SIERRA VISTA",24537.19,23012.8,02,C00668285
IN,DEM,OPEN,JOE4HOOSIERS,"MACKEY, JOSEPH WILLIAM MR",LAFAYETTE,9765.01,8789.96,04,C00652255
NM,REP,OPEN,YVETTE4CONGRESS,"HERRELL, STELLA YVETTE",ALAMOGORDO,522357.36,422063.36,02,C00655571
AZ,REP,CHALLENGER,"ARELLANO FOR ARIZONA","ARELLANO, SERGIO",SAHUARITA,34159.77,24358.21,03,C00663245
TX,REP,OPEN,"BUNNI POUNDS FOR CONGRESS","POUNDS, BUNNI",DALLAS,904961.43,901863.53,05,C00661595
AZ,DEM,CHALLENGER,"BRILL FOR CONGRESS","BRILL, DAVID H",PRESCOTT,176358,144968,04,C00664342
NJ,REP,OPEN,"ZARYCH FOR CONGRESS","ZARYCH, JOHN",ALEXANDRIA,135271.75,135271.75,02,C00667469
PA,DEM,CHALLENGER,"MARY ELLEN BALCHUNIS FOR CONGRESS","BALCHUNIS, MARY ELLEN",HAVERTOWN,7405,9146,05,C00560920
MN,REP,OPEN,"FRIENDS OF HAGEDORN","HAGEDORN, JAMES","BLUE EARTH",847791.91,511016.3,01,C00550707
UT,LIB,OPEN,"JOSEPH G. (JOE) BUCHMAN FOR CONGRESS","BUCHMAN, JOSEPH GEDDES DR. PHD",ALPINE,9326,10233.42,03,C00652925
CT,REP,OPEN,"SANTOS FOR CONGRESS","SANTOS, MANNY",MERIDEN,25859.81,24280.41,05,C00673467
MN,DEM,CHALLENGER,"ANGIE CRAIG FOR CONGRESS","CRAIG, ANGELA DAWN",EAGAN,2361641.78,668404.78,02,C00575209
TX,DEM,OPEN,"TODD LITTON FOR CONGRESS","LITTON, TODD CATLETT",HOUSTON,843045.04,435370.23,02,C00639526
IA,DEM,CHALLENGER,"FINKENAUER FOR CONGRESS","FINKENAUER, ABBY",DUBUQUE,1862401.01,1023241.11,01,C00637074
MN,REP,INCUMBENT,"JASON LEWIS FOR CONGRESS, INC.","LEWIS, JASON MARK MR.",WOODBURY,1953078.5,601882.79,02,C00589234
VA,DEM,CHALLENGER,"KIMBERLY ADAMS FOR CONGRESS","ADAMS, KIMBERLY",CENTREVILLE,7988.09,7988.09,10,C00649665
CA,REP,CHALLENGER,"BRISCOE 4 CONGRESS","BRISCOE, JOHN","LONG BEACH",23775,11784.95,47,C00671784
CA,REP,CHALLENGER,"STELIAN ONUFREI FOR CONGRESS 2018","ONUFREI, STELIAN","HUNTINGTON BEACH",644720.91,644720.91,48,C00650705
CA,DEM,OPEN,"PAUL KERR FOR CONGRESS","KERR, PAUL",ENCINITAS,6308284.33,6161353.62,49,C00650036
MA,REP,OPEN,"RICK GREEN FOR CONGRESS","GREEN, RICK",WESTFORD,780814.76,287807.7,03,C00657098
VA,DEM,CHALLENGER,"FRIENDS OF DIANE FRASER","FRASER, DIANE FINDLAY",MIDLOTHIAN,29675,8286.1,07,C00659276
MA,DEM,OPEN,"COMMITTEE TO ELECT PATRICK LITTLEFIELD","LITTLEFIELD, JAMES PATRICK",BOXBOROUGH,77088.41,42431.93,03,C00660993
MA,DEM,INCUMBENT,"CAPUANO FOR CONGRESS COMMITTEE","CAPUANO, MICHAEL E",SOMERVILLE,1519723.24,818563.66,07,C00336388
OH,REP,OPEN,"BACON FOR CONGRESS","BACON, KEVIN",WESTERVILLE,321592.84,319524.65,12,C00664821
OH,REP,OPEN,"MELANIE LENEGHAN FOR CONGRESS","LENEGHAN, MELANIE ANN MRS.",POWELL,586107.1,584327.31,12,C00666073
CO,DEM,INCUMBENT,"DIANA DEGETTE FOR CONGRESS","DEGETTE, DIANA L.",DENVER,1021476.12,789702.97,01,C00311639
CO,REP,INCUMBENT,"LAMBORN FOR CONGRESS","LAMBORN, DOUGLAS","COLORADO SPRINGS",568526.17,686615.17,05,C00420745
MD,REP,CHALLENGER,"JOHNNY RICE FOR CONGRESS","RICE, JONATHON MARK","CAPITOL HEIGHTS",647,165,05,C00647545
MD,LIB,CHALLENGER,"LASHAR FOR CONGRESS","LASHAR, JAMES DAVID",ANNAPOLIS,13640.97,6954.94,03,C00676742
MO,DEM,CHALLENGER,"FRIENDS OF RENEE HOAGENSON","HOAGENSON, SUZANNE RENEE",COLUMBIA,241838.95,139288.9,04,C00636621
NC,DEM,CHALLENGER,"RICHARD L WATKINS FOR CONGRESS","WATKINS, RICHARD LEE III",DURHAM,5750.36,5750.36,04,C00654103
MD,DEM,INCUMBENT,"CUMMINGS FOR CONGRESS CAMPAIGN COMMITTEE","CUMMINGS, ELIJAH E",WASHINGTON,780271.14,802960.77,07,C00310318
OH,REP,CHALLENGER,"TERRY ROBERTSON FOR CONGRESS","ROBERTSON, TERRY",MEDINA,6219.79,6274.19,07,C00572149
CA,DEM,CHALLENGER,"HALL FOR CONGRESS","HALL, ISADORE III","LONG BEACH",1503,7949.04,44,C00497859
TX,DEM,CHALLENGER,"DALE FOR TEXAS","MANTEY, DALE S",PFLUGERVILLE,25471,14878.37,17,C00648105
CA,REP,CHALLENGER,"MARLA LIVENGOOD FOC CONGRESS","LIVENGOOD, MARLA",LODI,51540.5,29912.12,09,C00660852
CA,DEM,CHALLENGER,"SUE ZWAHLEN FOR CONGRESS","ZWAHLEN, SUE",MODESTO,479395.06,478958.82,10,C00653840
CA,DEM,INCUMBENT,"ANNA ESHOO FOR CONGRESS","ESHOO, ANNA G","PALO ALTO",1021364.98,961010.14,18,C00258475
IL,DEM,CHALLENGER,"STEVE SCHWARTZBERG FOR CONGRESS COMMITTEE,INCORPORATED","SCHWARTZBERG , STEVE J",CHICAGO,19696.57,19702.83,05,C00652750
AZ,DEM,OPEN,"JUDITH MCHALE FOR CONGRESS","MCHALE, JUDITH KEENAN",PEORIA,4845,3847.62,08,C00635730
KS,DEM,OPEN,"CHARLIE WALKER FOR KANSAS","WALKER, VERNON CHARLES S",AUGUSTA,4284.52,4005.59,04,C00631358
TX,DEM,CHALLENGER,"JAY FOR TEXAS","HULINGS, JAY","SAN ANTONIO",610590.01,610584.03,23,C00654277
UT,DEM,CHALLENGER,"DR KATHIE ALLEN FOR CONGRESS","ALLEN, KATHRY","SALT LAKE CITY",867774.87,861154.25,03,C00634543
TX,DEM,CHALLENGER,"JASON WESTIN FOR CONGRESS","WESTIN, JASON",HOUSTON,620740.3,614483.94,07,C00639286
TX,REP,OPEN,"AUTRY FOR TEXAS","PRUITT, AUTRY",AUSTIN,13191,13191,21,C00657726
TX,IND,CHALLENGER,"KESHA ROGERS 2018","ROGERS, LAKESHA DONYEIL",HOUSTON,11267.43,8230.21,09,C00672170
IL,DEM,CHALLENGER,"SUZYN PRICE FOR CONGRESS","PRICE, SUZYN",NAPERVILLE,40141,40141,06,C00639302
TX,DEM,CHALLENGER,"MIGUEL LEVARIO FOR CONGRESS","LEVARIO, MIGUEL ANTONIO MR. PHD",LUBBOCK,55271.59,50895.16,19,C00638353
TX,REP,OPEN,"TEXANS FOR SUSAN NARVAIZ","NARVAIZ, SUSAN","NEW BRAUNFELS",70783.65,70213.07,21,C00660761
TX,REP,OPEN,"POTEET FOR CONGRESS","POTEET, ALONZO MARCUS MR. III","JOHNSON CITY",27518.18,30835.17,21,C00664680
TX,REP,CHALLENGER,"DANNY NGUYEN FOR CONGRESS","NGUYEN, DANNY QUOC MR. CCIM","SUGAR LAND",162877.45,162801.98,22,C00659110
IA,DEM,CHALLENGER,"COURTNEY ROWE FOR CONGRESS","ROWE, COURTNEY L MRS.","CEDAR RAPIDS",16286.32,15594.6,01,C00646398
IA,DEM,CHALLENGER,"CINDY AXNE FOR CONGRESS","AXNE, CINDY","WEST DES MOINES",1076542.69,611353.44,03,C00646844
ID,REP,OPEN,"RUSS FULCHER FOR IDAHO","FULCHER, RUSS",MERIDIAN,612499.23,524306.81,01,C00648295
ME,REP,INCUMBENT,"POLIQUIN FOR CONGRESS","POLIQUIN, BRUCE L",OAKLAND,3178414.89,526907.92,02,C00518654
GA,REP,INCUMBENT,"JODY HICE FOR CONGRESS","HICE, JODY",MONROE,438297.3,327542.14,10,C00544445
CA,DEM,CHALLENGER,"ERIC RYWALSKI FOR CONGRESS","RYWALSKI, ERIC","LONG BEACH",25113.88,25366.3,45,C00639534
GA,REP,INCUMBENT,"DREW FERGUSON FOR CONGRESS INC.","FERGUSON, ANDERSON DREW IV","WEST POINT",910579.78,815916.13,03,C00607838
IA,REP,CHALLENGER,"PETERS FOR CONGRESS","PETERS, CHRISTOPHER",CORALVILLE,523323.12,502606.14,02,C00662395
CO,DEM,CHALLENGER,"SAIRA FOR CONGRESS","RAO, SAIRA",DENVER,565635.98,510273.04,01,C00665448
VA,DEM,CHALLENGER,"NOBLE FOR VIRGINIA","NOBLE, JANELLE","ZION CROSSROADS",2943.19,2613.94,07,C00637132
UT,DEM,CHALLENGER,"MARLA MOTT-SMITH CAMPAIGN FOR UTAH'S 4TH CONGRESSIONAL DIST","MOTT-SMITH, MARLA LOUISE","SOUTH JORDAN",21423.71,21428.71,04,C00636910
ME,DEM,CHALLENGER,"CRAIG OLSON FOR CONGRESS","OLSON, CRAIG",ISLESBORO,119834,119834,02,C00653584
UT,REP,OPEN,"FRIENDS OF DEIDRE HENDERSON","HENDERSON, DEIDRE","SPANISH FORK",37065,37065,03,C00640979
CA,DEM,INCUMBENT,"KAREN BASS FOR CONGRESS","BASS, KAREN",INDIO,594029.25,592699.57,37,C00476523
GA,REP,INCUMBENT,"AUSTIN SCOTT FOR CONGRESS INC","SCOTT, JAMES AUSTIN",ASHBURN,694903.5,471140.75,08,C00482737
TX,DEM,CHALLENGER,"DEBRA KERNER FOR CONGRESS","KERNER, DEBRA",BELLAIRE,18464.16,7830.29,07,C00635086
IL,DEM,CHALLENGER,"KELLY MAZESKI FOR CONGRESS","MAZESKI, KELLY",BARRINGTON,923500.75,922572.36,06,C00641605
OH,GRE,CHALLENGER,"ADAM HICKEY FOR CONGRESSIONAL DISTRICT 14","HICKEY, ADAM",MENTOR-ON-THE-LAKE,625.77,604.57,14,C00648758
IL,REP,CHALLENGER,"JOHN ELLESON FOR CONGRESS","ELLESON, JOHN D","ARLINGTON HEIGHTS",37726.98,31720.07,09,C00672907
OH,DEM,CHALLENGER,WERNERLANGE4CONGRESS,"LANGE, WERNER","NEWTON FALLS",797,755,06,C00667923
CA,DEM,CHALLENGER,"DR RITA RAMIREZ FOR CONGRESS 2018","RAMIREZ-DEAN, RITA DR","TWENTY NINE PALMS",369.01,4514.56,08,C00593111
NM,REP,OPEN,"THE COMMITTEE TO ELECT JACK VOLPATO","VOLPATO, JOHNNY SILVIO MR JR",CARLSBAD,81400.11,81400.11,02,C00656066
NM,REP,OPEN,"CLAYBURN FOR CONGRESS","GRIFFIN, CLAYBURN",LOVINGTON,11684.73,10724.23,02,C00665463
NV,DEM,CHALLENGER,"FRIENDS OF CLINT KOBLE","KOBLE, CLINT MATTHEW MR.",RENO,73009.08,64440.04,02,C00666420
ID,REP,OPEN,"LEROY FOR IDAHO","LEROY, DAVID H",BOISE,362407.68,362407.68,01,C00288159
PA,REP,OPEN,"FRIENDS OF ANDREW LEWIS","LEWIS, ANDREW",HARRISBURG,215241.73,215241.73,11,C00657320
NC,DEM,INCUMBENT,"ALMA ADAMS FOR CONGRESS","ADAMS, ALMA SHEALEY",CHARLOTTE,399011.78,251545.06,12,C00546358
NJ,DEM,INCUMBENT,"DONALD NORCROSS FOR CONGRESS","NORCROSS, DONALD W",CAMDEN,1638101.38,1033186.54,01,C00558320
NM,DEM,INCUMBENT,"PEOPLE FOR BEN","LUJAN, BEN R MR.","SANTA FE",1492515.83,1422411.73,03,C00443689
NV,DEM,INCUMBENT,"TITUS FOR CONGRESS","TITUS, DINA","LAS VEGAS",505899.03,407574.94,01,C00499467
TX,REP,CHALLENGER,"DR ALMA 4 CONGRESS 23","ARREDONDO-LYNCH, ALMA D.D.S",CONCAN,31465,30836.54,23,C00652156
NV,DEM,OPEN,"JOHN ANZALONE FOR CONGRESS","ANZALONE, JOHN ANTHONY DR.","LAS VEGAS",115934.44,72442.68,04,C00663930
NV,REP,OPEN,"CARTER CONGRESSIONAL CAMPAIGN","CARTER, PATRICK",HENDERSON,9538.83,8295.37,03,C00670471
PA,DEM,OPEN,"DAYLIN FOR CONGRESS","LEACH, DAYLIN B",WAYNE,545948.67,542403.48,07,C00646646
IN,REP,INCUMBENT,"JIM BANKS FOR CONGRESS, INC.","BANKS, JAMES E","COLUMBIA CITY",765391.28,407249.6,03,C00577999
CO,DEM,CHALLENGER,"COLORADANS FOR AARESTAD","AARESTAD, DAVID",AURORA,142380.18,141352.83,06,C00637678
IA,DEM,CHALLENGER,"ANNA FOR IOWA","RYON, ANNA","DES MOINES",5996.49,5996.49,03,C00636688
NY,NNE,CHALLENGER,"COSTA 2018","MICHAILIDIS, CONSTANTINOS",WHITESTONE,3213.39,3213.39,03,C00653907
CO,REP,CHALLENGER,"ROGER EDWARDS COMMITTEE FOR CONGRESS","EDWARDS, ROGER","HIGHLANDS RANCH",20067.88,18403.99,06,C00659201
IN,DEM,CHALLENGER,"MIKE HARTLEY FOR CONGRESS","HARTLEY, MICHAEL",ANDERSON,3052,2519,05,C00640276
PA,IND,CHALLENGER,"KAIRNES FOR CONGRESS","KAIRNES, GERALD JAMES","COGAN STATION",590,414.58,12,C00611707
IA,DEM,CHALLENGER,"CITIZENS FOR HEATHER RYAN","RYAN, HEATHER A","DES MOINES",505,182.71,03,C00647248
PA,REP,CHALLENGER,"DR JOHN JOYCE FOR CONGRESS","JOYCE, JOHN",HOLLIDAYSBURG,1113336.51,1101035.72,13,C00674259
PA,DEM,CHALLENGER,"BOERIO FOR CONGRESS","BOERIO, BIBIANA",LATROBE,205142.86,121272.64,14,C00675041
PA,DEM,OPEN,"WEIDMAN FOR CONGRESS","WEIDMAN, DAVID WILLIAM",EMMAUS,11232.23,11232.23,07,C00660316
AZ,DEM,OPEN,"TALIA FUENTES FOR CONGRESS","FUENTES, TALIA",TEMPE,44664.14,43867.05,09,C00615542
CT,DEM,INCUMBENT,"LARSON FOR CONGRESS","LARSON, JOHN B","EAST HARTFORD",1239729.98,1118460.46,01,C00330142
PA,DEM,CHALLENGER,"KEELER FOR CONGRESS","KEELER, JONATHAN DAVID MR.",HUMMELSTOWN,200,200,10,C00671586
CT,DEM,OPEN,"SHANNON KULA FOR CONGRESS","KULA, SHANNON",FARMINGTON,135638.39,44903.32,05,C00679837
MA,DEM,INCUMBENT,"KATHERINE CLARK FOR CONGRESS","CLARK, KATHERINE",BELMONT,1114599.81,1007053.26,05,C00541888
NM,DEM,OPEN,"ZUBIA FOR CONGRESS","ZUBIA, ADOLFO AREOLA","LAS CRUCES",23747.83,23006.91,02,C00650770
NY,DEM,CHALLENGER,"FRIENDS OF CARL ACHILLE FOR CONGRESS","ACHILLE, CARL H.",ELMONT,13661.91,13225.73,05,C00669952
CA,REP,CHALLENGER,"ELIZABETH HENG FOR CONGRESS","HENG, ELIZABETH",FRESNO,312732.7,197412.41,16,C00670257
CA,DEM,CHALLENGER,"BOBBY FOR CONGRESS","BLIATOUT, BOBBY",FRESNO,286937.91,284617.81,22,C00649533
IN,DEM,OPEN,"BECK 4 INDIANA","BECK, TOBI",AVON,63666.89,46406.11,04,C00639013
NV,DEM,OPEN,"SPEARMAN FOR CONGRESS","SPEARMAN, PATRICIA","LAS VEGAS",183092.07,182699.68,04,C00664565
IL,DEM,CHALLENGER,"RYAN HUFFMAN FOR CONGRESS","HUFFMAN, RYAN",PALATINE,8688.83,8673.66,06,C00654863
IL,DEM,CHALLENGER,"FRIENDS OF CHRISTOPHER MINELLI","MINELLI, CHRISTOPHER RYAN",OTTAWA,5275,5275,16,C00636183
OH,DEM,CHALLENGER,"MILISITS FOR THE PEOPLE","MILISITS, MICHAEL JOSEPH",DAYTON,9252.79,8186.65,10,C00637157
TX,REP,OPEN,"MAPP FOR CONGRESS","MAPP, CHRIS","PORT O'CONNOR",47913.5,50942.4,27,C00663823
UT,REP,CHALLENGER,"DAMIAN KIDD FOR US HOUSE","KIDD, DAMIAN","AMERICAN FORK",27286.22,27286.22,03,C00632455
UT,REP,CHALLENGER,"FRIENDS OF BRAD DAW","DAW, BRAD",OREM,6823,6823,03,C00640912
UT,REP,CHALLENGER,"MARGARET DAYTON FOR CONGRESS","DAYTON, MARGARET",OREM,57290,57290,03,C00640920
AZ,REP,OPEN,"SAWDY FOR ARIZONA","SAWDY, STEVEN",GLENDALE,1000,389,08,C00666867
AZ,REP,OPEN,"SETH LEIBSOHN FOR CONGRESS","LEIBSOHN, SETH MR.",PHOENIX,144446.73,122023.14,09,C00656603
AZ,DEM,OPEN,"HECTOR FOR ARIZONA","ARAUJO, HECTOR MR.",CHANDLER,3580,1849,09,C00676015
CA,DEM,CHALLENGER,"AUDREY DENNEY FOR CONGRESS","DENNEY, AUDREY",CHICO,342954.92,202989.77,01,C00664409
NM,DEM,OPEN,"DINGE FOR CONGRESS","DINGE, DENNIS",ALBUQUERQUE,35993.63,35993.63,01,C00639583
VA,DEM,OPEN,"CHARLOTTE MOORE FOR CONGRESS","MOORE, CHARLOTTE ANN",ROANOKE,1010,1266.92,06,C00670307
VA,LIB,CHALLENGER,"STEVAN PORTER FOR CONGRESS","PORTER, STEVAN MICHAEL MR.",HERNDON,5088.1,4709.71,11,C00631762
MI,SEP,CHALLENGER,"NILES NIEMUTH FOR CONGRESS 2018","NIEMUTH, NILES",HAMTRAMCK,670.26,18.93,12,C00680868
MN,DEM,OPEN,"VICKI JENSEN FOR CONGRESS","JENSEN, VICKI",OWATONNA,72450.55,72461.27,01,C00647040
GA,REP,INCUMBENT,"GRAVES FOR CONGRESS","GRAVES, JOHN THOMAS MR. JR.",RANGER,1660967.71,702688.78,14,C00462556
IN,REP,INCUMBENT,"BUCSHON FOR CONGRESS","BUCSHON, LARRY D.",NEWBURGH,698071.05,678588.82,08,C00468256
KY,REP,INCUMBENT,"HAL ROGERS FOR CONGRESS","ROGERS, HAROLD DALLAS",SOMERSET,635286.55,698471.64,05,C00116632
CA,DEM,CHALLENGER,"ROBERT OWEN FOR CONGRESS","OWEN, ROBERT THURMAN III",BAKERSFIELD,17660.12,19435.12,23,C00636357
NC,DEM,INCUMBENT,"PRICE FOR CONGRESS","PRICE, DAVID E",RALEIGH,611698.24,630811.16,04,C00195628
NC,REP,INCUMBENT,"TED BUDD FOR CONGRESS","BUDD, THEODORE",RALEIGH,1219617.15,460266.68,13,C00614776
NC,REP,INCUMBENT,"WALKER 4 NC","WALKER, BRADLEY MARK MR.",GREENSBORO,978823.02,450399.78,06,C00543231
